Claim Text,Source of Verification,url,Given Label,Filtered Label
"Walmart, Amazon, Kroger, Target and Costco — while staying open during the COVID-19 pandemic — “have not had any reported cases” of employees contracting COVID-19.",factcheck.org,https://www.factcheck.org/2020/05/large-retail-employees-have-been-victims-of-covid-19/,False,false
"“We always hear about South Korea and their tests, there are 11 tests per thousand. Here in the United States, that’s 17 tests per thousand.”",factcheck.org,https://www.factcheck.org/2020/05/how-many-covid-19-tests-are-needed-to-reopen/,Misleading,false
Dean Koontz’s novel predicted the COVID-19 pandemic.,thelogicalindian.com,https://thelogicalindian.com/fact-check/coronavirus-outbreak-myths-novel-20160,False,false
"""[W]e’ve had some great studies ... some great reports from — coming out of France, coming out of Spain, coming out of other places"" about the effectiveness of hydroxychloroquine for COVID-19.",factcheck.org,https://www.factcheck.org/2020/06/azar-trump-mislead-on-fdas-hydroxychloroquine-decision/,Misleading,false
The Food and Drug Administration’s decision to revoke its emergency use authorization of hydroxychloroquine and chloroquine for COVID-19 “removes a potential barrier” and makes it easier to access the drugs.,factcheck.org,https://www.factcheck.org/2020/06/azar-trump-mislead-on-fdas-hydroxychloroquine-decision/,Misleading,false
"George Floyd's death was “filmed before covid19” because “[n]ot a single person is wearing a mask"" in the videos.",factcheck.org,https://www.factcheck.org/2020/06/conspiracy-theory-on-floyds-death-disproved-by-footage/,False,false
Gates Foundation planting microchips during COVID19 swab testing,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-post-claiming-gates-foundation-planting-microchips-during-covid19-swab-testing-is-fake/,False,false
"A COVID-19 Emergency Powers Act exists in Western Australia authorising the forcible testing and vaccination of children, including removing their underwear",abc.net.au,https://www.abc.net.au/news/2020-06-17/fact-check-wa-emergency-powers-vaccination-covid-19/12349842,Not the full story,false
Message from doctor at KEM Hospital suggesting medication such as azythromycin and HCQ for COVID-19 patients at home,thequint.com,https://www.thequint.com/news/webqoof/doctors-advice-for-covid-19-patients-at-home-fact-check,False,false
The NHS track and trace app is being automatically downloaded onto phones.,fullfact.org,https://fullfact.org/health/covid-19-track-and-trace-app-has-not-been-automatically-downloaded-peoples-phones/,"This is incorrect. What has been added is an API, which can help Covid-19 tracking apps function. The official tracking app is not available in the UK yet, outside of testing in the Isle of Wight.",false
Details of COVID-19 Medical kit for home usage and the three stages of COVID-19 issued by Tata Health.,factly.in,https://factly.in/the-message-covid-19-medical-kit-required-at-home-is-not-from-tata-health/,FALSE,false
Video shows healthcare personnel celebrating after recovery of last COVID patient in New Zealand,thequint.com,https://www.thequint.com/news/webqoof/viral-video-showing-medical-staff-cheering-is-not-from-new-zealand-fact-check,False,false
Video shows Indian police beating man to death for violating COVID-19 lockdown,factcheck.afp.com,https://factcheck.afp.com/video-has-circulated-reports-about-police-assaulting-intoxicated-man-india,Misleading,false
"The WHO stated that asymptomatic spread of COVID-19 is “very rare”, therefore physical distancing and face masks are not necessary",healthfeedback.org,https://healthfeedback.org/claimreview/people-who-do-not-show-covid-19-symptoms-can-and-do-transmit-it-to-others-physical-distancing-and-face-masks-effectively-reduce-the-risk-of-transmission/,Incorrect,false
Jakarta Governor Anies Baswedan named the best governor in handling the COVID-19 pandemic,factcheck.afp.com,https://factcheck.afp.com/clip-shows-jakarta-governor-speaking-part-global-online-summit-about-coronavirus-pandemic-response,Misleading,false
"List of drugs and preventative steps for COVID-19 from KEM hospital, Mumbai",boomlive.in,https://www.boomlive.in/fake-news/no-mumbais-kem-hospital-did-not-prescribe-this-list-of-covid-19-drugs-8462,False,false
Vice President Leni Robredo asked President Rodrigo Duterte what good would a curfew do during the COVID-19 pandemic.,verafiles.org,https://verafiles.org/articles/vera-files-fact-check-robredo-did-not-question-dutertes-curf,False,false
Sir Ganga Ram hospital prescribes home isolation and preventive medications for contacts of COVID-19 +ve patients.,newschecker.in,http://newschecker.in/coronavirus/sir-ganga-ram-hospitals-viral-covid-19-prescription-is-fake/,False,false
Sir Ganga Ram Hospital doctor prescribed COVID-19 medicines for high risk contacts,boomlive.in,https://www.boomlive.in/fake-news/delhis-sir-ganga-ram-hospital-says-viral-covid-19-prescription-is-fake-8447,False,false
"Dr Raj Kamal Agarwal, a Senior Consultant, Department of Anaesthesiology, Sir Ganga Ram Hospital (SGRHI), Delhi has prescribed measures one can take on coming in contact with a COVID-19 patient.",thelogicalindian.com,https://thelogicalindian.com/fact-check/sir-ganga-ram-hospital-sgrhi-delhi-covid-19-icmr-21668,False,false
"""Students must take Flu, HPV AND COVID19 vaccine to attend school"" under new legislation in Colorado.",factcheck.org,https://www.factcheck.org/2020/06/colorado-vaccine-bill-includes-nonmedical-exemptions-for-children/,False,false
Thyrocare labs are sealed in Thane over false-positive COVID19 testing,vishvasnews.com,https://www.vishvasnews.com/english/viral/fact-check-no-this-thane-lab-is-not-sealed-over-false-positive-covid19-testing/,False,false
Thyrocare lab in Thane sealed,boomlive.in,https://www.boomlive.in/fake-news/no-thane-thyrocare-lab-is-not-sealed-over-false-positive-covid-19-tests-8421,False,false
"COVID-19 patients should stay home and isolate and treat themselves with zinc, Vitamin C &D, Ivermectin and Doxycylin.",thequint.com,https://www.thequint.com/news/webqoof/advice-by-this-doctor-for-covid-19-patients-goes-viral-fact-check,False,false
Getting a flu shot will cause false positive results for COVID-19.,sites.nationalacademies.org,https://sites.nationalacademies.org/BasedOnScience/covid-flu-vaccine/index.htm,False. The flu vaccine does not cause you to test positive for COVID-19. It also does not interfere with your ability to fight a COVID-19 infection.,false
Migrant workers stopped at Delhi-Uttar Pradesh state border during COVID-19 lockdown in India,factcheck.afp.com,https://factcheck.afp.com/video-shows-military-recruitment-event-north-india-october-2019,False,false
Image of people protesting against the government in large numbers in the United States for not handling the COVID-19 pandemic properly,factly.in,https://factly.in/an-old-image-from-spain-falsely-shared-as-protests-in-u-s-for-improper-handling-the-covid-19-pandemic/,FALSE,false
COVID-19 is a combination of SARS and AIDS.,boomlive.in,https://www.boomlive.in/world/no-covid-19-is-not-a-combination-of-sars-and-aids-8397,False,false
Annual dengue deaths exceed COVID-19 toll,factrakers.org,https://www.factrakers.org/post/yearly-dengue-deaths-don-t-outnumber-covid-19-toll,False,false
A set of pictures show a COVID-19 patient getting engaged to his doctor at the same hospital in Egypt.,thelogicalindian.com,https://thelogicalindian.com/fact-check/covid-19-coronavirus-egypt-doctor-engaged-21506,Misleading,false
COVID-19 caused by bacteria and worsens with 5G radiation,factcheck.afp.com,https://factcheck.afp.com/myth-circulates-online-italy-discovered-covid-19-bacteria-curable-taking-paracetamol,False,false
Duterte holds sign backing anti-terror bill as COVID-19 solution,factrakers.org,https://www.factrakers.org/post/photo-of-duterte-with-anti-terror-bill-sign-doctored,MISLEADING,false
"“According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”",politifact.com,https://www.politifact.com/factchecks/2020/jun/03/facebook-posts/claim-florida-undercounting-covid-19-deaths-uses-f/,False,false
Doctors at the National Taiwan University Hospital found that COVID-19 is a combination of AIDS and SARS,factcheck.afp.com,https://factcheck.afp.com/hoax-circulates-online-taiwanese-doctors-have-discovered-covid-19-combination-sars-and-aids,False,false
Saltwater can treat COVID-19,factcheck.afp.com,https://factcheck.afp.com/health-experts-say-there-no-evidence-salt-can-treat-covid-19,False,false
Photo shows college students are back in school after COVID-19 outbreak,factrakers.org,https://www.factrakers.org/post/back-to-school-claim-misuses-2017-chinese-seniors-photo,MISLEADING,false
Photo shows victim of deadly insect pandemic occurring alongside COVID-19,factcheck.afp.com,https://factcheck.afp.com/photo-has-circulated-reports-about-hornet-attack-china-2013,False,false
Survival rates of COVID-19 in these countries over 99.9%,factcheck.afp.com,https://factcheck.afp.com/coronavirus-survival-rates-remain-unknown-experts-say,Misleading,false
New Zealanders not using COVID-19 contact tracing app are banned from entering and purchasing from businesses,factcheck.afp.com,https://factcheck.afp.com/misleading-claim-circulates-about-coronavirus-contact-tracing-app-new-zealand,Misleading,false
"A photograph shows a vacant, sand-covered highway to Dubai during COVID-19 stay-at-home orders.",snopes.com,https://www.snopes.com/fact-check/sandy-highway-to-dubai-covid/,False,false
"Due to COVID-19 Outbreak, Central Govt. Has Started Online Processing of GST Refund. Click on the given website",vishvasnews.com,https://www.vishvasnews.com/english/viral/fact-check-this-website-offering-promising-gst-refunds-is-fake-cbic-cautions-people-against-such-fake-messages/,False,false
WHO requires immediate cremation of COVID-19 fatalities,factrakers.org,https://www.factrakers.org/post/covid-19-falsely-linked-to-bacteria,FALSE,false
"Aspirin, paracetamol, apronax cure COVID-19",factrakers.org,https://www.factrakers.org/post/covid-19-falsely-linked-to-bacteria,FALSE,false
China and Japan back on COVID-19 lockdown,factcheck.afp.com,https://factcheck.afp.com/misleading-claim-circulates-online-china-and-japan-have-re-entered-nationwide-coronavirus-lockdowns,Misleading,false
A photo shows a baby named Kyle who was diagnosed with COVID-19 after he underwent open-heart surgery five days after being born,verafiles.org,https://verafiles.org/articles/vera-files-fact-check-viral-photo-baby-kyle-diagnosed-covid,False,false
Western Australia recently passed a new COVID-19 vaccine law that forces vaccination at school,factcheck.afp.com,https://factcheck.afp.com/hoax-circulates-about-new-covid-19-vaccine-law-western-australia,Misleading,false
"118,000 care home workers have been tested for Covid-19.",fullfact.org,https://fullfact.org/health/government-says-125000-workers-care-settings-and-118000-care-home-residents-have-been-tested-covid-19/,"This is not correct. 118,000 care home residents have been tested for Covid-19 since the start of the pandemic.",false
Video shows Italian child shouting for his mother who died because of COVID-19,factcheck.afp.com,https://factcheck.afp.com/boy-video-speaking-spanish-clip-circulated-online-first-coronavirus-death-was-reported-italy,False,false
